id,user_id,call_request_id,title,summary,total_estimate,status,created_at
12,8e2c034f-8441-4355-ba6a-40e61a804cb8,24,Travel Concierge Proposal,"The user, Mahid, contacted Travnr to book a one-way economy flight from St. Louis to DC for one person, with no budget constraints. The user specified March 7th as the departure date and confirmed the details with the assistant. The assistant then agreed to prepare a personalized travel proposal for the trip, marking the end of the call.",0.00,sent,2026-02-26 03:44:53.609059
13,41121918-8e3d-48a4-9100-0c2beefed9c1,25,Travel Concierge Proposal,"The user, Almurtada, contacted Travnr to inquire about a one-way flight from Saint Louis, Missouri to Washington D.C. on March 7th. The user specified a preference for economy class and a budget of under $250. The assistant confirmed the details and agreed to prepare a personalized travel proposal based on the user's requirements. The call ended with the assistant thanking the user for choosing Travnr.",0.00,sent,2026-02-26 05:15:21.386889
14,b8f2f797-b7bb-4201-ad5a-92bcaac43ed6,27,Travel Concierge Proposal,"The user, Mahid, contacted Travnr to book a flight from Chicago to Memphis, Tennessee, with travel dates of March 7th to March 19th. Mahid is a solo traveler with no preference for cabin class, initially, but then specified economy class, and has no specific airline or seat preferences. The primary goal is to find the most affordable option. The assistant gathered all necessary information and offered to prepare a personalized travel proposal before ending the call.",0.00,sent,2026-02-26 05:26:15.286453
15,41121918-8e3d-48a4-9100-0c2beefed9c1,28,Travel Concierge Proposal,"The caller, Almurtada, contacted Travnr to inquire about travel plans from Chicago to DC, from February 28th to March 9th. The trip is for one traveler, with a maximum budget of $500, and the preferred class is economy. The assistant gathered the necessary information and offered to prepare a personalized travel proposal before ending the call.

No Economy flights were found for MDW → DCA on 2026-02-28 to 2026-03-09 within a $500 budget. You can search again with different dates or preferences.",0.00,sent,2026-02-26 05:51:50.845486
16,b8f2f797-b7bb-4201-ad5a-92bcaac43ed6,29,Travel Concierge Proposal,"The user, Mahid, contacted Travnr to book a one-way economy flight from Saint Louis to Washington, DC for one traveler. The departure date was confirmed as March 7th, and the assistant prepared a personalized travel proposal to meet Mahid's requirements. The call ended with the assistant thanking Mahid for choosing Travnr and wishing them a wonderful day.

No Economy flights were found for XLS → IAD on 2026-03-12. You can search again with different dates or preferences.",0.00,sent,2026-02-26 05:54:38.446752
18,41121918-8e3d-48a4-9100-0c2beefed9c1,30,Travel Concierge Proposal,"The user, Almurtada, contacted Travnr to inquire about a flight from St. Louis, Missouri (STL) to Los Angeles, California (LAX) for a solo trip from March 2nd to March 9th. They preferred economy class and had a budget of under $500, with no specific seat or airline preferences. The assistant gathered all necessary information and offered to prepare a personalized travel proposal, which will be sent to the user shortly.

No Economy flights were found for STN → LOS on 2026-03-02 to 2026-03-09 within a $500 budget. You can search again with different dates or preferences.",0.00,sent,2026-02-28 20:03:41.604315
20,41121918-8e3d-48a4-9100-0c2beefed9c1,31,Travel Concierge Proposal,"The user, Almurtada, contacted Travnr to book a flight from Dallas, Texas to New Jersey. The user specified Newark Liberty International as their preferred destination airport and Dallas Fort Worth International as their departure airport. They are traveling solo in economy class from March 2nd to March 10th, with a budget of $500. The assistant took down the user's travel plans and offered to prepare a personalized travel proposal.",0.00,sent,2026-02-28 20:22:43.286247
21,b8f2f797-b7bb-4201-ad5a-92bcaac43ed6,32,Trip to Miami,"The user, Mahid, contacted Travnr to book a flight from St. Louis to Miami. The travel details were specified as departing from Lambert International Airport (STL) on April 2nd and returning to Miami International Airport (MIA) on April 7th. Mahid preferred an economy class ticket for one traveler, with no specific airline or seat preferences, and was looking for an affordable option. The assistant prepared a personalized travel proposal based on these details, and the call ended with the booking presumably in progress.",180.62,approved,2026-03-01 06:17:34.673038
22,41121918-8e3d-48a4-9100-0c2beefed9c1,33,Trip to Miami,"The user, Almurtada, contacted Travnr to book a flight from Newark, New Jersey to Miami. The user specified a departure from Newark Liberty International Airport (EWR) and arrival at Miami International Airport (MIA), with travel dates of March 4th to March 21st. The user is traveling alone in economy class and has a budget of $650. The assistant confirmed the details and offered to prepare a personalized travel proposal based on the user's preferences.",372.27,approved,2026-03-01 17:33:52.083197
23,11ff8e22-02c8-4549-b46d-5203c8c1c918,15,Travel Concierge Proposal,"The user, Al Abd, contacted Travnr to inquire about a flight from New York City to London, departing on February 27th and returning on March 6th. The user specified a maximum budget of $650 for a single economy-class traveler. The assistant confirmed the details and agreed to prepare a personalized travel proposal, which would be sent to the user shortly.

No Economy flights were found for JFK → STN on 2026-03-16 to 2026-03-23 within a $650 budget. You can search again with different dates or preferences.",0.00,sent,2026-03-02 04:56:02.944896
24,11ff8e22-02c8-4549-b46d-5203c8c1c918,34,Trip to Cairo,"The user, Al Abd, contacted Travnr to book a flight from New York to Cairo, departing on March 3rd and returning on March 21st. The user preferred to fly out of JFK Airport and into Cairo International Airport, solo, in economy class, with a budget of $2,000 and no specific airline or seat preferences. The assistant collected all necessary information and will prepare a personalized travel proposal for the user.",1003.71,approved,2026-03-02 04:56:35.044737
27,b8f2f797-b7bb-4201-ad5a-92bcaac43ed6,37,Travel Concierge Proposal,"The user, Mahid, contacted Travnr to book a flight from St. Louis to Orlando. The desired travel dates are March 27th for departure and April 7th for return, with a preference for a morning, direct economy flight. The user has no budget constraints or airline preferences. The assistant confirmed the travel details, including the airports (St. Louis Lambert International and Orlando International), and offered to prepare a personalized travel proposal based on the provided information.",0.00,sent,2026-03-03 04:54:13.695827
28,b8f2f797-b7bb-4201-ad5a-92bcaac43ed6,38,Travel Concierge Proposal,Not enough information to generate summary.,0.00,sent,2026-03-03 08:26:17.457488
29,b8f2f797-b7bb-4201-ad5a-92bcaac43ed6,39,Trip to Orlando,"The user, Mahid, contacted Travnr to inquire about a round-trip flight from St. Louis Lambert International Airport (STL) to Orlando International Airport (MCO) for one passenger in economy class. The preferred travel dates are March 27th for departure and April 7th for return, with no specific airline preference or budget constraints. The assistant confirmed the details and offered to prepare a personalized travel proposal based on the provided information.",187.97,approved,2026-03-03 08:27:36.57373
30,41121918-8e3d-48a4-9100-0c2beefed9c1,40,Trip to Miami,"The user, Almurtada, contacted Travnr to book a one-way flight from New York to Miami on April 7th. The user specified JFK as the departure airport and Miami International (MIA) as the arrival airport, with a maximum budget of $300 and a preference for economy class. The assistant confirmed the travel request and offered to prepare a personalized travel proposal, which will be provided to the user shortly.",564.74,approved,2026-03-05 04:43:53.619289
31,41121918-8e3d-48a4-9100-0c2beefed9c1,41,Trip to New York,"The user, Almurtada, contacted Travnr to book a one-way flight from St. Louis to New York City. The preferred flight details are: departing from Lambert-St. Louis International Airport (STL) on April 6th, arriving at John F. Kennedy International Airport (JFK), with a budget of $350 for an economy ticket for one traveler. The assistant has taken the user's request and will prepare a personalized travel proposal to be sent shortly.",201.87,approved,2026-03-05 06:36:53.037064
32,11ff8e22-02c8-4549-b46d-5203c8c1c918,42,Trip to Miami,"The user, Al Abd, contacted Travnr to book a one-way flight from Newark (EWR) to Miami (MIA) on March 11th. The user specified economy class and a budget of $400 for one traveler, with no seat or airline preferences. The assistant confirmed the details and offered to prepare a personalized travel proposal, which the user accepted before ending the call.",184.99,approved,2026-03-07 21:44:38.158876
37,b8f2f797-b7bb-4201-ad5a-92bcaac43ed6,43,Travel Concierge Proposal,"The user, Mahid, contacted Travnr to book a flight from St. Louis to Raleigh. After some initial uncertainty about the destination, Mahid confirmed the travel details as follows: departing from St. Louis Lambert International Airport on April 15th and returning from Raleigh-Durham International Airport on April 23rd. The user is traveling alone in economy class and is looking for affordable options with no specific airline or seat preferences. The assistant prepared a personalized travel proposal based on these details.",0.00,sent,2026-03-14 07:43:34.883669
38,b8f2f797-b7bb-4201-ad5a-92bcaac43ed6,46,Trip to Raleigh/Durham,"The user, Mahid Abdulkarim, contacted Travnr to book a flight to Khartoum, Sudan. The user requested a flight from Raleigh-Durham International Airport (RDU) to Khartoum International Airport, departing on May 22nd, 2026, and returning on June 15th, 2026, for two travelers in economy class. The user's primary preference is to find the cheapest possible tickets with reasonable connections. The assistant confirmed the travel details and agreed to prepare a personalized travel proposal to be sent back to the user shortly.",423.08,sent,2026-03-15 01:20:45.070625
39,8e2c034f-8441-4355-ba6a-40e61a804cb8,49,Travel Concierge Proposal,"The user, Mahid, contacted Travnr to book a one-way flight from Chicago to Denver. They specified Chicago O'Hare Airport as the departure point and Denver International as the arrival point, and requested the cheapest option possible on Frontier. Despite some technical issues and frustration with the assistant not having their profile on file, the assistant was able to gather the necessary information, including Mahid's email address, to send a proposal for the flight on May 27th. The call ended with the assistant agreeing to send the flight details to Mahid's email address, a@wustl.edu.",0.00,sent,2026-04-22 01:11:26.051476
49,6c6b5642-340d-4653-a238-b6c90bcc294d,56,Trip to Denver,"The user contacted Travnr to book a round-trip flight for two people from LaGuardia (LGA) to Denver International (DEN) on July 19th, returning on July 21st. They preferred economy class with window seats and were looking for the cheapest option. The assistant confirmed the details and agreed to send over a proposal shortly before ending the call.",649.96,approved,2026-04-24 01:59:22.187723
40,8e2c034f-8441-4355-ba6a-40e61a804cb8,50,Trip to Denver,"The user, Mahid, contacted Travnr to inquire about a one-way flight from Chicago to Denver on May 27th, 2026, with Frontier Airlines. The user specified economy class, departing from Chicago O'Hare (ORD) and arriving at Denver International (DEN), with no specific budget or seat preferences. The assistant confirmed the details and offered to prepare a personalized travel proposal. The call ended with the assistant thanking the user for choosing Travnr.",32.99,approved,2026-04-22 02:25:22.137396
43,759fd803-9a0a-47e1-b64b-5e33585e7769,51,Trip to New York,"The user, Manel, is planning a two-week trip to Spain and Paris between May 29th and June 12th. The trip will start in Spain, where Manel would like to visit 3 cities, including Barcelona and potentially two coastal cities such as Malaga and Sevilla, with flexibility based on price. Manel will then travel to Paris, where accommodation will be taken care of as they will be staying with family. The focus of the call was on planning the week in Spain, with a total budget of $800, including flights, accommodation, and car rental. Manel is open to flying from Newark, JFK, or LaGuardia airports and has no specific airline or seat preferences, with economy class being the preferred cabin choice. The assistant will prepare a personalized travel proposal based on these details.",331.21,sent,2026-04-22 19:20:39.857402
44,8e2c034f-8441-4355-ba6a-40e61a804cb8,52,Trip to Los Angeles,"The user, Mahid, contacted Travnr to book a first-class round-trip flight from Boston Logan International Airport to Los Angeles International Airport for one person, with a budget of $1,000. The preferred travel dates are May 20th to May 27th, with no specific airline or seat preferences. The assistant gathered all the necessary details and agreed to prepare a personalized travel proposal for the user.",1499.24,approved,2026-04-23 19:46:15.146757
45,1d28fdc8-c1a1-4500-ae5e-62b6a4ab2749,53,Travel Concierge Proposal,"The caller, Waeil, requested to book a trip from Indianapolis International Airport to Portland Jetport, with a departure date of May 13th and a return date of August 18th. The traveler will be flying solo in economy class, with a budget of $250, and prefers not to fly with Frontier. After clarifying initial mistakes regarding travel dates and number of travelers, the assistant confirmed the corrected details and will prepare a personalized travel proposal for Waeil.",0.00,sent,2026-04-24 00:23:24.085898
46,e9acb9e6-9681-4b29-bb9f-5c768da02291,54,Trip to Portland,"The user contacted Travnr to book a flight from Indianapolis to Portland, Maine. The user specified their travel dates as departing on May 13th and returning on August 20th, with a preferred cabin class of either economy or premium economy. They have a budget of $250 and are open to flying with any airline except Frontier. The assistant confirmed the user's travel plans, which include a single traveler flying from Indianapolis International Airport to Portland International Jetport, and offered to prepare a personalized travel proposal. The user requested the flight information to be repeated multiple times to confirm the details before ending the call.",472.40,sent,2026-04-24 01:04:57.36065
48,8e2c034f-8441-4355-ba6a-40e61a804cb8,55,Travel Concierge Proposal,"The user, Mahid, contacted Travnr to book a flight from Chicago to Denver. The user selected O'Hare as the departure airport and Denver International as the arrival airport. The travel dates are May 27th for departure and June 3rd for return, with one traveler. The user did not specify any preferences for cabin class, budget, airline, or seat selection. The assistant confirmed the details and will be sending over a proposal shortly.",0.00,sent,2026-04-24 01:31:44.938482
51,8e2c034f-8441-4355-ba6a-40e61a804cb8,58,Travel Concierge Proposal,We're preparing your travel proposal. Flight options will appear here shortly.,0.00,sent,2026-04-24 02:41:11.993452
52,8e2c034f-8441-4355-ba6a-40e61a804cb8,59,Trip to Denver,"The user, Mahid, contacted Travnr to book a round-trip flight from Chicago O'Hare Airport to Denver International Airport, departing on May 15th and returning on May 21st for one passenger. Mahid had no specific preferences for cabin class, airline, or budget. The assistant confirmed the trip details and stated that a proposal would be sent over shortly, concluding the call.",186.97,sent,2026-04-24 02:42:45.950729
53,9d44b97a-20f3-4e74-a40c-cc2370969e8f,57,Travel Concierge Proposal,"The user, Salman, contacted the Travnr concierge team to book a flight from Boston Logan International to Chicago O'Hare. He is looking for a nonstop economy flight, departing on June 18th and returning on June 20th, with the goal of finding the cheapest option available. The assistant has confirmed the details and will be sending over a proposal shortly.",0.00,sent,2026-04-24 02:48:21.842301
54,9d44b97a-20f3-4e74-a40c-cc2370969e8f,60,Travel Concierge Proposal,"The user, Salman, contacted Travnr to book a flight from Boston to Chicago, arriving on June 18th in the late afternoon or early evening. However, before the assistant could finalize the details, Salman became uncertain and paused the conversation, asking to ""hold up"" after initially starting to discuss the return trip to Boston, indicating a need for clarification or reconsideration of their travel plans.

No Economy flights were found for MHT → MDW on 2026-06-18. You can search again with different dates or preferences.",0.00,sent,2026-04-24 02:49:12.795254
76,ae3094c4-1345-4f7d-ad64-132378511d1a,78,Trip to Panama City,"The user, Josh, booked a flight with Travnr from Boston Logan to Panama City Beach, departing on July 1st and returning on July 11th. He specified preferences for an aisle seat and minimal or no layovers. The assistant confirmed the details and will send flight options to Josh's inbox within a minute.",540.43,sent,2026-06-22 00:59:41.883742
55,9d44b97a-20f3-4e74-a40c-cc2370969e8f,61,Trip to Chicago,"The user, Salman, contacted Travnr to book a round-trip flight from Boston Logan International to Chicago O'Hare for one adult traveler. The preferred travel dates are June 18th, 2026, to June 20th, 2026, with a nonstop flight arriving at Chicago O'Hare in the late afternoon or early evening. The user is looking for the cheapest option available in economy class, with no specific seat or airline preferences. The assistant confirmed the details and will send a proposal shortly.",98.04,approved,2026-04-24 02:51:56.697572
57,8e2c034f-8441-4355-ba6a-40e61a804cb8,62,Trip to Los Angeles,"The user, Mahid, inquired about travel plans from New York to Los Angeles. The assistant helped Mahid book a flight from LaGuardia (LGA) to Los Angeles International (LAX) for one traveler, departing on May 27th and returning on June 3rd, with no specific cabin class or budget preferences. The assistant confirmed the details and stated that a proposal would be sent over shortly. The call ended with the assistant wishing Mahid safe travels.",311.16,sent,2026-04-24 18:12:08.17492
58,8e2c034f-8441-4355-ba6a-40e61a804cb8,63,Travel Concierge Proposal,We're preparing your travel proposal. Flight options will appear here shortly.,0.00,sent,2026-04-24 22:15:20.549822
59,8e2c034f-8441-4355-ba6a-40e61a804cb8,64,Travel Concierge Proposal,We're preparing your travel proposal. Flight options will appear here shortly.,0.00,sent,2026-04-24 22:21:30.617288
60,ccf621a9-6b2a-46d3-9290-fc7b9f7ac6ef,65,Travel Concierge Proposal,"The user, Doug, contacted the travel assistant to inquire about flights to New York City's LaGuardia airport from St. Louis Lambert International airport for next weekend. The user specified the travel dates as May 1st to May 3rd, and preferred economy class for one passenger. The assistant gathered all necessary information, confirmed the details, and indicated that they had everything needed to proceed, allowing the user to end the call.",0.00,sent,2026-04-24 22:48:44.691024
62,8e2c034f-8441-4355-ba6a-40e61a804cb8,66,Trip to Denver,"The user, Mahid, contacted the agent to book a flight. Mahid requested to fly from New York (specifically JFK airport) to Denver, with travel dates set for June 17th to June 21st. The agent confirmed the details and stated that flight options would be sent to Mahid's email within a minute. The travel details were also captured, including the origin and destination airports, travel dates, and passenger information. The call ended with the agent thanking Mahid and confirming the next steps.",403.00,sent,2026-04-27 14:11:12.716971
63,8e2c034f-8441-4355-ba6a-40e61a804cb8,68,Travel Concierge Proposal,We're preparing your travel proposal. Flight options will appear here shortly.,0.00,sent,2026-04-27 15:05:28.553585
64,8e2c034f-8441-4355-ba6a-40e61a804cb8,67,Trip to Boston,"The user, Mahid, contacted Travnr to book a flight from Los Angeles (LAX) to Boston (BOS) for the travel dates of June 3rd to June 9th, 2026. The agent collected the necessary information, including departure and return dates, and informed Mahid that flight options would be sent to their email (a.mahid@wustl.edu) within a minute. The call ended with the agent confirming the details and bidding farewell.",297.86,sent,2026-04-27 15:06:57.884902
65,8e2c034f-8441-4355-ba6a-40e61a804cb8,69,Trip to Boston,"The user, Mahid, inquired about flying from Las Vegas to Boston, specifically to Logan International Airport, with travel dates set for June 3rd to June 9th. The assistant, Travnr, confirmed the details and assured Mahid that flight options would be sent to their inbox within a minute.",277.37,sent,2026-04-27 16:49:21.01791
66,8e2c034f-8441-4355-ba6a-40e61a804cb8,70,Trip to Chicago,"The user, Mahid, contacted Travnr to book a flight from Denver to Chicago. The user specified the travel dates as June 17th for departure and June 23rd for return, with a preference for O'Hare airport. The agent confirmed the details and stated that flight options would be sent to the user's inbox within a minute. However, the user had also requested a specific phrase (""your flight is ready for you"") to be said before ending the call, which was not fulfilled. The call ended with the agent repeating the confirmed details and bidding farewell.",223.97,sent,2026-05-01 20:24:06.60145
67,f704ef3e-5a2d-48fa-bfa6-dcec2b4e8e4e,71,Trip to Boston,"The user, Mahid, inquired about flying from Denver to Boston on May 27th and returning on June 3rd. The agent gathered the necessary information, including the user's preference to fly alone, but noted that Mahid did not have any specific budget or time-of-day preferences. The agent concluded the call by stating that flight options would be sent to Mahid's inbox within a minute.",210.94,sent,2026-05-03 10:24:49.425533
69,9de388f0-8734-41f8-9a89-cb85c6c6ffd2,72,Trip to Miami,"The user, Musamih, spoke with the assistant, Travnr, to book a flight from Newark, New Jersey to Miami, Florida, with a departure date of June 5th and a return date of June 9th. The user preferred morning flights for the departure and evening flights for the return. Additionally, they have a strict vegan dietary restriction and prefer to stay in 4-star or higher rated hotels. The assistant noted these preferences and informed the user that they would receive their options via email shortly.",247.47,sent,2026-05-08 15:24:53.206443
71,f704ef3e-5a2d-48fa-bfa6-dcec2b4e8e4e,73,Trip to Boston,"The user, Mahid, inquired about flying from Indiana to Boston with a preferred airline of Delta. The travel dates are set for June 3rd as the departure date and June 12th as the return date. The assistant, Travnr, confirmed the details and assured Mahid that flight options would be sent to their inbox within a minute.",331.00,sent,2026-05-09 00:37:57.282772
72,f704ef3e-5a2d-48fa-bfa6-dcec2b4e8e4e,74,Trip to Boston,"The caller, Mahid, initially expressed interest in planning a new trip but then decided to revisit previous options for flights from Indianapolis to Boston. They requested that the options be updated and resent, not due to any issues with the previous options, but rather for the sake of having the most current information. The assistant agreed to refresh and resend the options, which would be delivered to the caller's inbox within a minute, and the call was subsequently ended.",419.76,sent,2026-05-09 18:26:33.048147
73,ae3924e1-cd8f-4ba7-bb02-9d9ea3a9b743,75,Travel Concierge Proposal,We're preparing your travel proposal. Flight options will appear here shortly.,0.00,sent,2026-06-04 01:27:49.399575
74,fde38de5-67e5-43eb-9910-010c3b63313e,76,Trip to San Francisco,"The user, Zakariya, inquired about a flight from Edmonton, Alberta to San Francisco, specifically to SFO, with a departure date of June 20th and a return date of June 26th. The user preferred the cheapest economy class fare possible, with no specific time of day preferences. The assistant agreed to send the user flight options via email within a minute.",318.36,sent,2026-06-15 22:17:26.82306
75,fde38de5-67e5-43eb-9910-010c3b63313e,77,Trip to Toronto,"The user, Zakariya, contacted Travnr to book a new flight from Edmonton to Toronto, Canada, with travel dates from June 20th to June 26th. Zakariya preferred economy class and requested the cheapest fare possible, with no specific time of day preference. The assistant agreed to send flight options to Zakariya's inbox, which would be received within a minute.",360.00,sent,2026-06-16 03:44:59.057084
